OrderID,OrderDate,Branch,City,CustomerType,Gender,ProductLine,UnitPrice,Quantity,Payment,Total,COGS,GrossIncome,GrossMargin%,Rating
ORD1070,2024-03-11,C,Monterrey,Returning,Female,Smartphone,705.06,4,Ewallet,2820.24,2117.64,702.5999999999999,24.91,6.6
ORD1071,2024-03-12,B,Mexico City,Returning,Female,Smartphone,900.58,4,Cash,3602.32,2704.89,897.4300000000003,24.91,6.7
ORD1072,2024-03-13,B,Monterrey,New,Female,Audio,293.62,1,Credit Card,293.62,220.47,73.15,24.91,5.3
ORD1073,2024-03-14,B,Mexico City,New,Female,TV,1118.47,1,Ewallet,1118.47,839.83,278.64,24.91,6.2
ORD1074,2024-03-15,B,Guadalajara,New,Male,Accessories,1301.06,1,Cash,1301.06,976.93,324.13,24.91,6.2
ORD1075,2024-03-16,B,Mexico City,New,Male,Accessories,364.27,1,Cash,364.27,273.52,90.75,24.91,4.3
ORD1076,2024-03-17,B,Mexico City,New,Male,Gaming,188.79,2,Cash,377.58,283.51,94.07,24.91,8.6
ORD1077,2024-03-18,C,Guadalajara,New,Male,Gaming,84.28,1,Credit Card,84.28,63.28,21.0,24.92,6.5
ORD1078,2024-03-19,C,Mexico City,New,Female,Gaming,980.86,4,Credit Card,3923.44,2946.01,977.4299999999998,24.91,8.9
ORD1079,2024-03-20,B,Guadalajara,New,Male,Smartphone,930.29,3,Ewallet,2790.87,2095.59,695.2799999999997,24.91,9.1
ORD1080,2024-03-21,C,Mexico City,Returning,Female,Accessories,842.71,2,Credit Card,1685.42,1265.54,419.8800000000001,24.91,5.3
ORD1081,2024-03-22,A,Monterrey,Returning,Male,TV,386.32,1,Credit Card,386.32,290.08,96.24000000000001,24.91,7.9
ORD1082,2024-03-23,B,Monterrey,New,Male,Smartphone,616.81,3,Cash,1850.43,1389.44,460.99,24.91,6.8
ORD1083,2024-03-24,A,Mexico City,New,Male,Audio,911.99,2,Cash,1823.98,1369.58,454.4000000000001,24.91,9.3
ORD1084,2024-03-25,A,Mexico City,Returning,Female,Gaming,770.31,3,Cash,2310.93,1735.22,575.7099999999998,24.91,5.3
ORD1085,2024-03-26,B,Mexico City,New,Male,Smartphone,1482.29,1,Cash,1482.29,1113.01,369.28,24.91,8.1
ORD1086,2024-03-27,C,Monterrey,New,Female,Smartphone,247.84,1,Cash,247.84,186.1,61.74000000000001,24.91,7.6
ORD1087,2024-03-28,A,Mexico City,New,Female,Audio,1057.96,4,Cash,4231.84,3177.58,1054.2600000000002,24.91,5.8
ORD1088,2024-03-29,B,Monterrey,Returning,Male,Laptop,636.26,1,Cash,636.26,477.75,158.51,24.91,4.8
ORD1089,2024-03-30,A,Guadalajara,Returning,Male,Accessories,670.89,1,Ewallet,670.89,503.75,167.14,24.91,7.9
ORD1090,2024-03-31,A,Monterrey,Returning,Male,TV,1090.52,2,Ewallet,2181.04,1637.68,543.3599999999999,24.91,8.4
ORD1091,2024-04-01,A,Monterrey,Returning,Female,Laptop,1054.03,4,Ewallet,4216.12,3165.77,1050.35,24.91,5.9
ORD1092,2024-04-02,A,Guadalajara,Returning,Male,Gaming,1487.32,2,Ewallet,2974.64,2233.58,741.06,24.91,7.9
ORD1093,2024-04-03,C,Monterrey,New,Female,Smartphone,236.17,3,Cash,708.51,532.0,176.51,24.91,6.4
ORD1094,2024-04-04,A,Mexico City,Returning,Female,Audio,200.96,1,Ewallet,200.96,150.9,50.06,24.91,8.3
ORD1095,2024-04-05,A,Mexico City,New,Male,Audio,1100.29,3,Cash,3300.87,2478.54,822.3299999999999,24.91,5.2
ORD1096,2024-04-06,A,Monterrey,New,Male,Accessories,888.66,2,Ewallet,1777.32,1334.54,442.78,24.91,9.3
ORD1097,2024-04-07,C,Mexico City,Returning,Female,Laptop,447.53,1,Credit Card,447.53,336.04,111.48999999999995,24.91,5.7
ORD1098,2024-04-08,A,Monterrey,Returning,Female,Accessories,165.16,1,Ewallet,165.16,124.01,41.14999999999999,24.92,6.2
ORD1099,2024-04-09,A,Mexico City,New,Female,Smartphone,174.2,2,Ewallet,348.4,261.6,86.79999999999995,24.91,4.3
ORD1100,2024-04-10,C,Mexico City,New,Male,Accessories,1346.58,2,Cash,2693.16,2022.22,670.9399999999998,24.91,4.7
ORD1101,2024-04-11,C,Monterrey,New,Female,TV,328.21,2,Ewallet,656.42,492.89,163.52999999999997,24.91,7.1
ORD1102,2024-04-12,C,Mexico City,Returning,Male,Audio,518.89,2,Credit Card,1037.78,779.24,258.53999999999996,24.91,5.6
ORD1103,2024-04-13,A,Monterrey,Returning,Female,Audio,378.65,2,Cash,757.3,568.64,188.65999999999997,24.91,9.0
ORD1104,2024-04-14,C,Mexico City,Returning,Female,Gaming,564.74,1,Cash,564.74,424.05,140.69,24.91,4.1
ORD1105,2024-04-15,C,Mexico City,Returning,Male,Gaming,150.66,2,Ewallet,301.32,226.25,75.07,24.91,6.3
ORD1106,2024-04-16,A,Guadalajara,Returning,Female,Smartphone,802.64,1,Cash,802.64,602.68,199.96000000000004,24.91,6.0
ORD1107,2024-04-17,C,Guadalajara,New,Male,TV,148.04,1,Cash,148.04,111.16,36.879999999999995,24.91,4.1
ORD1108,2024-04-18,A,Monterrey,Returning,Male,Laptop,1210.52,2,Cash,2421.04,1817.89,603.1499999999999,24.91,4.7
ORD1109,2024-04-19,B,Guadalajara,New,Female,Accessories,388.88,2,Cash,777.76,584.0,193.76,24.91,6.5
ORD1110,2024-04-20,C,Monterrey,New,Male,Smartphone,833.02,4,Cash,3332.08,2501.97,830.1100000000001,24.91,7.0
ORD1111,2024-04-21,B,Guadalajara,New,Male,Gaming,1326.11,1,Cash,1326.11,995.74,330.3699999999999,24.91,6.4
ORD1112,2024-04-22,A,Mexico City,Returning,Female,Accessories,993.77,2,Credit Card,1987.54,1492.39,495.14999999999986,24.91,7.2
ORD1113,2024-04-23,C,Monterrey,Returning,Male,Gaming,822.79,2,Ewallet,1645.58,1235.62,409.96000000000004,24.91,7.6
ORD1114,2024-04-24,A,Monterrey,Returning,Male,Accessories,520.28,2,Credit Card,1040.56,781.33,259.2299999999999,24.91,4.1
ORD1115,2024-04-25,B,Mexico City,New,Male,Laptop,532.85,4,Cash,2131.4,1600.41,530.99,24.91,6.8
ORD1116,2024-04-26,A,Monterrey,New,Female,Smartphone,1020.76,4,Cash,4083.04,3065.85,1017.19,24.91,9.8
ORD1117,2024-04-27,C,Monterrey,New,Male,Accessories,1491.5,3,Ewallet,4474.5,3359.78,1114.7199999999998,24.91,7.1
ORD1118,2024-04-28,C,Guadalajara,New,Female,TV,1009.67,1,Credit Card,1009.67,758.13,251.53999999999996,24.91,8.1
ORD1119,2024-04-29,B,Monterrey,New,Female,Audio,858.79,3,Ewallet,2576.37,1934.53,641.8399999999999,24.91,5.9
ORD1120,2024-04-30,A,Mexico City,New,Male,TV,1109.44,2,Credit Card,2218.88,1666.1,552.7800000000002,24.91,8.6
ORD1121,2024-05-01,C,Guadalajara,Returning,Male,TV,724.55,4,Cash,2898.2,2176.18,722.02,24.91,8.6
ORD1122,2024-05-02,B,Guadalajara,Returning,Male,Audio,137.21,4,Ewallet,548.84,412.11,136.73000000000002,24.91,7.1
ORD1123,2024-05-03,C,Mexico City,Returning,Female,TV,865.33,3,Ewallet,2595.99,1949.26,646.7299999999998,24.91,9.9
ORD1124,2024-05-04,C,Mexico City,Returning,Male,Accessories,1438.56,4,Cash,5754.24,4320.71,1433.5299999999997,24.91,4.8
ORD1125,2024-05-05,A,Guadalajara,New,Male,Accessories,304.19,2,Ewallet,608.38,456.82,151.56,24.91,4.1
ORD1126,2024-05-06,C,Monterrey,New,Male,Accessories,1050.51,4,Credit Card,4202.04,3155.2,1046.8400000000001,24.91,8.6
ORD1127,2024-05-07,A,Guadalajara,Returning,Male,Audio,341.35,3,Credit Card,1024.05,768.93,255.12,24.91,8.8
ORD1128,2024-05-08,C,Mexico City,New,Male,TV,826.95,2,Credit Card,1653.9,1241.87,412.0300000000002,24.91,4.7
ORD1129,2024-05-09,B,Guadalajara,Returning,Female,Audio,190.18,3,Credit Card,570.54,428.4,142.14,24.91,5.6
ORD1130,2024-05-10,C,Mexico City,Returning,Female,Accessories,703.04,4,Cash,2812.16,2111.58,700.5799999999999,24.91,4.1
ORD1131,2024-05-11,A,Guadalajara,Returning,Male,TV,1146.44,3,Ewallet,3439.32,2582.49,856.8300000000004,24.91,5.8
ORD1132,2024-05-12,A,Monterrey,New,Male,TV,553.98,3,Credit Card,1661.94,1247.91,414.03,24.91,8.6
ORD1133,2024-05-13,B,Guadalajara,Returning,Male,Gaming,1014.12,1,Cash,1014.12,761.48,252.64,24.91,7.1
ORD1134,2024-05-14,C,Guadalajara,Returning,Male,Gaming,1203.4,4,Ewallet,4813.6,3614.4,1199.2000000000003,24.91,6.1
ORD1135,2024-05-15,C,Mexico City,Returning,Female,Laptop,1394.41,4,Ewallet,5577.64,4188.1,1389.54,24.91,6.2
ORD1136,2024-05-16,B,Mexico City,New,Male,Smartphone,390.23,3,Cash,1170.69,879.04,291.6500000000001,24.91,4.0
ORD1137,2024-05-17,C,Mexico City,New,Female,Gaming,629.01,1,Cash,629.01,472.31,156.7,24.91,5.8
ORD1138,2024-05-18,C,Guadalajara,Returning,Female,Audio,271.0,4,Credit Card,1084.0,813.95,270.04999999999995,24.91,7.9
ORD1139,2024-05-19,A,Monterrey,New,Male,Gaming,1489.1,2,Ewallet,2978.2,2236.25,741.9499999999998,24.91,9.8
ORD1140,2024-05-20,C,Mexico City,New,Female,Laptop,1394.15,3,Ewallet,4182.45,3140.49,1041.96,24.91,9.1
ORD1141,2024-05-21,C,Mexico City,New,Female,TV,832.94,4,Cash,3331.76,2501.73,830.0300000000002,24.91,4.1
ORD1142,2024-05-22,B,Guadalajara,New,Female,Laptop,1270.95,2,Ewallet,2541.9,1908.64,633.26,24.91,9.4
ORD1143,2024-05-23,B,Mexico City,New,Female,TV,805.39,4,Credit Card,3221.56,2418.98,802.5799999999999,24.91,8.7
ORD1144,2024-05-24,A,Monterrey,New,Male,TV,954.2,2,Ewallet,1908.4,1432.97,475.43000000000006,24.91,8.7
ORD1145,2024-05-25,C,Monterrey,New,Male,Smartphone,179.23,3,Cash,537.69,403.74,133.95000000000005,24.91,6.7
ORD1146,2024-05-26,C,Mexico City,New,Female,Gaming,1145.14,4,Cash,4580.56,3439.42,1141.1400000000003,24.91,6.4
ORD1147,2024-05-27,C,Mexico City,New,Male,Audio,235.18,4,Credit Card,940.72,706.36,234.36,24.91,5.8
ORD1148,2024-05-28,A,Guadalajara,New,Male,Audio,1247.8,1,Credit Card,1247.8,936.94,310.8599999999999,24.91,4.4
ORD1149,2024-05-29,A,Monterrey,Returning,Male,Accessories,1183.94,3,Ewallet,3551.82,2666.97,884.8500000000004,24.91,5.4
ORD1150,2024-05-30,B,Monterrey,Returning,Male,TV,1077.68,2,Ewallet,2155.36,1618.4,536.96,24.91,5.5
ORD1151,2024-05-31,A,Mexico City,New,Male,Audio,102.43,4,Cash,409.72,307.65,102.07000000000005,24.91,6.9
ORD1152,2024-06-01,C,Guadalajara,Returning,Female,Smartphone,489.54,4,Credit Card,1958.16,1470.33,487.83000000000015,24.91,8.5
ORD1153,2024-06-02,C,Monterrey,Returning,Male,TV,431.51,2,Credit Card,863.02,648.02,215.0,24.91,6.8
ORD1154,2024-06-03,A,Monterrey,New,Male,Smartphone,572.2,3,Credit Card,1716.6,1288.95,427.64999999999986,24.91,4.3
ORD1155,2024-06-04,C,Guadalajara,New,Male,Audio,177.08,1,Ewallet,177.08,132.96,44.120000000000005,24.92,9.7
ORD1156,2024-06-05,C,Guadalajara,New,Male,Audio,1408.59,1,Credit Card,1408.59,1057.67,350.91999999999985,24.91,9.7
ORD1157,2024-06-06,A,Monterrey,Returning,Female,Accessories,853.01,4,Cash,3412.04,2562.01,850.0299999999997,24.91,8.7
ORD1158,2024-06-07,A,Monterrey,Returning,Female,Audio,493.01,2,Cash,986.02,740.38,245.64,24.91,9.9
ORD1159,2024-06-08,C,Guadalajara,New,Female,TV,625.62,4,Ewallet,2502.48,1879.05,623.4300000000001,24.91,7.3
ORD1160,2024-06-09,C,Monterrey,New,Female,TV,698.44,2,Ewallet,1396.88,1048.88,348.0,24.91,9.8
ORD1161,2024-06-10,C,Mexico City,New,Male,TV,920.86,1,Credit Card,920.86,691.45,229.40999999999997,24.91,4.5
ORD1162,2024-06-11,B,Mexico City,Returning,Female,Accessories,797.74,3,Ewallet,2393.22,1797.0,596.2199999999998,24.91,6.2
ORD1163,2024-06-12,B,Guadalajara,Returning,Male,Accessories,1383.12,2,Cash,2766.24,2077.1,689.1399999999999,24.91,5.4
ORD1164,2024-06-13,B,Guadalajara,Returning,Male,Audio,770.6,1,Credit Card,770.6,578.62,191.98000000000002,24.91,5.2
ORD1165,2024-06-14,A,Guadalajara,Returning,Male,Laptop,1488.63,4,Cash,5954.52,4471.09,1483.4300000000003,24.91,4.8
ORD1166,2024-06-15,B,Mexico City,New,Male,Laptop,1284.57,2,Credit Card,2569.14,1929.1,640.04,24.91,7.7
ORD1167,2024-06-16,A,Monterrey,New,Male,Accessories,352.34,3,Ewallet,1057.02,793.69,263.3299999999999,24.91,8.7
ORD1168,2024-06-17,A,Mexico City,New,Female,Audio,1399.36,4,Credit Card,5597.44,4202.97,1394.4699999999993,24.91,7.5
ORD1169,2024-06-18,B,Monterrey,New,Female,Laptop,218.73,4,Credit Card,874.92,656.95,217.9699999999999,24.91,4.9
ORD1170,2024-06-19,B,Mexico City,Returning,Female,Audio,1235.3,1,Cash,1235.3,927.55,307.75,24.91,8.9
ORD1171,2024-06-20,B,Monterrey,Returning,Female,Audio,601.9,2,Cash,1203.8,903.9,299.9,24.91,7.8
ORD1172,2024-06-21,C,Mexico City,New,Male,Audio,1323.06,4,Credit Card,5292.24,3973.8,1318.4399999999996,24.91,6.3
ORD1173,2024-06-22,B,Guadalajara,New,Female,Gaming,1308.68,3,Ewallet,3926.04,2947.96,978.0799999999999,24.91,8.0
ORD1174,2024-06-23,C,Mexico City,Returning,Male,TV,1218.59,2,Ewallet,2437.18,1830.01,607.1699999999998,24.91,5.6
ORD1175,2024-06-24,A,Monterrey,New,Female,Audio,1195.54,3,Cash,3586.62,2693.1,893.52,24.91,6.1
ORD1176,2024-06-25,C,Mexico City,Returning,Male,Gaming,491.78,4,Ewallet,1967.12,1477.06,490.05999999999995,24.91,9.5
ORD1177,2024-06-26,B,Mexico City,New,Male,Accessories,167.33,3,Cash,501.99,376.93,125.06,24.91,5.7
ORD1178,2024-06-27,A,Mexico City,New,Female,Laptop,634.32,1,Ewallet,634.32,476.29,158.03000000000003,24.91,6.8
ORD1179,2024-06-28,A,Guadalajara,New,Male,TV,301.61,3,Credit Card,904.83,679.41,225.42000000000007,24.91,9.3
ORD1180,2024-06-29,A,Mexico City,New,Male,Laptop,1057.68,2,Cash,2115.36,1588.37,526.9900000000002,24.91,8.2
ORD1181,2024-06-30,C,Guadalajara,New,Female,TV,551.84,3,Cash,1655.52,1243.09,412.43000000000006,24.91,4.4
ORD1182,2024-07-01,B,Guadalajara,New,Male,Laptop,1464.63,3,Credit Card,4393.89,3299.25,1094.6400000000003,24.91,4.9
ORD1183,2024-07-02,A,Mexico City,New,Female,TV,979.41,1,Cash,979.41,735.41,244.0,24.91,4.0
ORD1184,2024-07-03,A,Mexico City,Returning,Female,Laptop,1242.6,3,Ewallet,3727.8,2799.11,928.69,24.91,7.8
ORD1185,2024-07-04,A,Mexico City,Returning,Female,Laptop,242.16,3,Ewallet,726.48,545.49,180.99,24.91,6.7
ORD1186,2024-07-05,C,Monterrey,Returning,Male,Laptop,1299.92,4,Cash,5199.68,3904.3,1295.38,24.91,4.8
ORD1187,2024-07-06,C,Mexico City,Returning,Male,Laptop,1388.0,4,Ewallet,5552.0,4168.85,1383.1499999999996,24.91,9.7
ORD1188,2024-07-07,B,Guadalajara,Returning,Male,Accessories,756.24,2,Cash,1512.48,1135.68,376.79999999999995,24.91,7.2
ORD1189,2024-07-08,C,Mexico City,New,Female,Audio,929.07,4,Credit Card,3716.28,2790.46,925.8200000000002,24.91,5.5
ORD1190,2024-07-09,A,Monterrey,New,Male,Smartphone,1158.97,4,Cash,4635.88,3480.96,1154.92,24.91,7.0
ORD1191,2024-07-10,B,Mexico City,Returning,Female,Gaming,303.52,4,Credit Card,1214.08,911.62,302.4599999999999,24.91,8.1
ORD1192,2024-07-11,A,Monterrey,New,Female,Smartphone,778.72,4,Ewallet,3114.88,2338.88,776.0,24.91,4.5
ORD1193,2024-07-12,A,Monterrey,Returning,Male,Smartphone,628.06,1,Credit Card,628.06,471.59,156.46999999999997,24.91,5.6
ORD1194,2024-07-13,C,Mexico City,Returning,Female,TV,262.24,4,Ewallet,1048.96,787.64,261.32000000000005,24.91,8.8
ORD1195,2024-07-14,B,Guadalajara,New,Male,Audio,582.92,1,Cash,582.92,437.7,145.21999999999997,24.91,6.8
ORD1196,2024-07-15,C,Monterrey,New,Male,TV,148.85,1,Ewallet,148.85,111.77,37.08,24.91,7.3
ORD1197,2024-07-16,C,Mexico City,New,Male,Audio,87.43,4,Cash,349.72,262.6,87.12,24.91,6.6
ORD1198,2024-07-17,B,Mexico City,Returning,Male,Audio,245.99,3,Cash,737.97,554.12,183.85000000000002,24.91,4.3
ORD1199,2024-07-18,A,Guadalajara,New,Male,Laptop,1446.52,1,Credit Card,1446.52,1086.15,360.3699999999999,24.91,5.0
ORD1200,2024-07-19,A,Monterrey,Returning,Female,Accessories,846.82,3,Credit Card,2540.46,1907.56,632.9000000000001,24.91,6.7
ORD1201,2024-07-20,B,Monterrey,Returning,Female,Laptop,1450.44,3,Credit Card,4351.32,3267.29,1084.0299999999997,24.91,5.3
ORD1202,2024-07-21,A,Mexico City,Returning,Female,Accessories,677.12,4,Credit Card,2708.48,2033.73,674.75,24.91,4.3
ORD1203,2024-07-22,B,Mexico City,New,Male,TV,502.13,2,Ewallet,1004.26,754.07,250.18999999999994,24.91,9.1
ORD1204,2024-07-23,B,Guadalajara,New,Male,Accessories,783.91,4,Ewallet,3135.64,2354.47,781.1700000000001,24.91,9.9
